SE_name_2014Q3_2024Q3,recommended_SE_name,recommended_umls_cui_from_meddra,cosine_similarity
Retinal oedema,Retinal oedema,C0242420,1.000000000000001
Retinal perivascular sheathing,retinal fibrosis,C1839942,0.6709830210735296
Retinal pigment epitheliopathy,retinal pigment epitheliopathy,C0860552,0.9999999999999987
Retinal pigmentation,Retinal pigmentation,C0151892,0.9999999999999998
Retinal scar,macular scar,C0423428,0.7711841042016857
Retinal tear,Retinal tear,C0035321,1.0000000000000009
Retinal toxicity,Retinal toxicity,C0877104,0.9999999999999998
Retinal vascular disorder,Retinal vascular disorder,C0154833,0.9999999999999996
Retinal vascular occlusion,Retinal vascular occlusion,C0035326,0.9999999999999994
Retinal vascular thrombosis,Retinal vascular thrombosis,C0919714,1.0000000000000009
Retinal vasculitis,retinal vasculitis,C0152026,0.9999999999999993
Retinal vein occlusion,Retinal vein occlusion,C0035328,0.9999999999999987
Retinitis,Retinitis,C0035333,1.0000000000000002
Retinitis pigmentosa,retinitis pigmentosa,C0035334,0.9999999999999999
Retinitis viral,Cytomegalovirus retinitis,C0206178,0.7897792808122557
Retinopathy,Diabetic retinopathy,C0011884,0.8167830297631623
Retinopathy of prematurity,Retinopathy of prematurity,C0035344,1.0000000000000007
Retirement,terminal state,C0877369,0.6365945732964142
Retrograde amnesia,Retrograde amnesia,C0002624,0.9999999999999994
Retrograde ejaculation,Retrograde ejaculation,C0403673,1.000000000000001
Retroperitoneal haematoma,Retroperitoneal haematoma,C0341512,0.9999999999999987
Retroperitoneal haemorrhage,Retroperitoneal haemorrhage,C0151705,0.9999999999999998
Retroperitoneal lymphadenopathy,retroperitoneal mass,C0267771,0.7912455771825461
Retroperitoneal oedema,Retroperitoneal haematoma,C0341512,0.7849547851290255
Retroviral infection,Viral infection,C0042769,0.7387299420716947
Retroviral rebound syndrome,Rebound effect,C0549262,0.7129124354557855
Reversible airways obstruction,reversible airways obstruction,C0421207,1.0000000000000002
Reversible cerebral vasoconstriction syndrome,Reversible cerebral vasoconstriction syndrome,C3544214,0.9999999999999988
Reversible splenial lesion syndrome,Reversible cerebral vasoconstriction syndrome,C3544214,0.7121732588591917
Reynold^s syndrome,Thyrotoxic crisis,C0040127,0.5779346489998259
Rhabdomyolysis,Rhabdomyolysis,C0035410,1.0
Rheumatic disorder,Rheumatic disorder,C3495832,1.0000000000000009
Rheumatic fever,rheumatic fever,C0035436,0.9999999999999993
Rheumatoid arthritis,Rheumatoid arthritis,C0003873,1.0000000000000004
Rheumatoid factor decreased,rheumatoid factor negative,C0427391,0.7993419154200254
Rheumatoid factor increased,complement factor increased,C0855578,0.7061775021271731
Rheumatoid factor positive,rheumatoid factor negative,C0427391,0.7109134698352572
Rheumatoid lung,rheumatoid lung,C0994344,0.9999999999999998
Rheumatoid nodule,Rheumatoid arthritis,C0003873,0.700545869256072
Rhinalgia,Rhinalgia,C0948070,1.0000000000000013
Rhinitis,Rhinitis,C0035455,1.0000000000000009
Rhinitis allergic,Rhinitis allergic,C2607914,0.9999999999999996
Rhinorrhoea,Rhinorrhoea,C1260880,1.000000000000001
Rhinovirus infection,rhinovirus infection,C0276447,0.9999999999999993
Rhodococcus infection,rhodococcus infection,C1608967,0.9999999999999996
Rhonchi,Rhonchi,C0035508,1.0
Rhythm idioventricular,Rhythm idioventricular,C0700363,0.9999999999999991
Rib fracture,Rib fracture,C0035522,1.0
Richter^s syndrome,Hamman-Rich syndrome,C0085786,0.660894936023447
Rickets,Rickets,C0035579,0.9999999999999997
Right atrial dilatation,right atrial pressure increased,C1868852,0.8495186916917932
Right ventricular diastolic collapse,right ventricular dysfunction,C0242707,0.7127881323515528
Right ventricular dilatation,right ventricular hypertrophy,C0162770,0.8920402050639894
Right ventricular dysfunction,right ventricular dysfunction,C0242707,1.0000000000000016
Right ventricular failure,Right ventricular failure,C2939447,1.0000000000000009
Right ventricular hypertrophy,right ventricular hypertrophy,C0162770,1.0000000000000004
Right-to-left cardiac shunt,double outlet right ventricle,C0013069,0.6833029737060046
Road traffic accident,Road traffic accident,C0221706,0.9999999999999999
Romberg test positive,Lhermitte's sign,C0576702,0.5660820662195648
Root canal infection,Tooth infection,C0877046,0.7000217318945245
Rosacea,Rosacea,C0035854,1.0000000000000016
Roseolovirus test positive,jc virus test positive,C2609053,0.5972907623421195
Rotator cuff repair,rotator cuff repair,C0186666,1.0000000000000009
Rotator cuff syndrome,Rotator cuff syndrome,C0263912,0.9999999999999992
Rotavirus infection,rotavirus infection,C0035869,0.9999999999999992
Rubber sensitivity,Rubber sensitivity,C0856604,1.0000000000000024
Ruptured cerebral aneurysm,Cerebral arterial aneurysm,C1290398,0.6845411174204102
Ruptured ectopic pregnancy,ruptured ectopic pregnancy,C0392534,1.0000000000000002
SARS-CoV-1 test positive,Severe acute respiratory syndrome,C1175175,0.5093482334562309
SARS-CoV-2 antibody test negative,hepatitis b e antibody negative,C3203522,0.5306510116756722
SARS-CoV-2 test negative,hepatitis b e antibody negative,C3203522,0.4882134631146545
SARS-CoV-2 test positive,staphylococcus test positive,C2747786,0.4943869852168453
SJS-TEN overlap,Sjogren's syndrome,C1527336,0.7080212144629953
Saccadic eye movement,Eye rolling,C0522336,0.68620293208295
Sacral pain,Sacroiliitis,C0574960,0.7257090007114637
Sacroiliitis,Sacroiliitis,C0574960,0.9999999999999999
Saliva altered,Saliva altered,C0235746,0.9999999999999997
Saliva discolouration,Oral mucosal discolouration,C0853939,0.7913907342432066
Salivary duct obstruction,Salivary duct obstruction,C0235984,1.0000000000000009
Salivary gland disorder,Salivary gland disorder,C0036093,0.9999999999999999
Salivary gland mass,salivary gland mass,C1112316,0.9999999999999999
Salivary hypersecretion,Salivary hypersecretion,C0037036,0.9999999999999989
Salmonellosis,Salmonellosis,C0036117,1.0000000000000016
Salpingectomy,oophorectomy,C0029936,0.7465769898476431
Salpingo-oophoritis,Salpingitis,C0036130,0.914224494823035
Sarcoidosis,Sarcoidosis,C0036202,1.0000000000000007
Sarcopenia,Cachexia,C0006625,0.731840523826212
Scab,Scab,C0205204,0.9999999999999988
Scan abdomen abnormal,Gastrointestinal sounds abnormal,C1963818,0.5893501963279056
Scar,Scar,C2004491,1.0000000000000007
Scar pain,Scar,C2004491,0.7525060075656493
Scatolia,Faecalith,C0015734,0.5822439526001103
Scedosporium infection,isosporiasis,C0311386,0.7188724557426864
Schistocytosis,Microcytosis,C0221265,0.7050894101396412
Schizoaffective disorder,Schizoaffective disorder,C0036337,0.9999999999999987
Schizoaffective disorder bipolar type,Schizoaffective disorder,C0036337,0.8318219266293854
Schizoaffective disorder depressive type,Schizoaffective disorder,C0036337,0.8398313724452076
Schizophrenia,Schizophrenia,C0036341,1.0000000000000004
"Schizophrenia, paranoid type",Paranoid state,C1456786,0.833744779351923
Schizophreniform disorder,Schizophreniform disorder,C0036358,1.0000000000000004
Sciatic nerve injury,sciatic nerve neuropathy,C0149940,0.7836573145029773
Sciatic nerve neuropathy,sciatic nerve neuropathy,C0149940,0.9999999999999996
Sciatic nerve palsy,sciatic nerve neuropathy,C0149940,0.8922048319332403
Sciatica,Sciatica,C0036396,1.0000000000000004
Scleral deposits,Deposit eye,C0541865,0.7987194441691271
Scleral discolouration,Scleral discolouration,C0235980,0.9999999999999999
Scleral haemorrhage,Scleral haemorrhage,C0748536,1.0000000000000009
Sclerema,Scleritis,C0036416,0.804251606869282
Scleroderma,Scleroderma,C0011644,0.9999999999999993
Scleroderma renal crisis,Renal vasculitis,C0152002,0.6270333828581983
Scoliosis,Scoliosis,C0036439,1.0
Scratch,Scratch,C1384489,1.0000000000000002
Screaming,Screaming,C0521008,1.0000000000000004
Scrotal abscess,groin abscess,C0263109,0.7577244632871584
Scrotal disorder,Scrotal disorder,C0268919,1.0000000000000002
Scrotal haematoma,Scrotal swelling,C0282005,0.7393064754799222
Scrotal irritation,Scrotal pain,C0236078,0.8325461170077679
Scrotal oedema,Scrotal oedema,C0151609,0.9999999999999999
Scrotal swelling,Scrotal swelling,C0282005,0.9999999999999999
Scrotal ulcer,Scrotal ulcer,C0268948,1.0000000000000013
Seasonal affective disorder,Seasonal allergy,C0018621,0.7367386895052178
Seasonal allergy,Seasonal allergy,C0018621,1.0000000000000004
Sebaceous gland disorder,Sebaceous gland disorder,C0036502,1.000000000000001
Sebaceous hyperplasia,Sebaceous hyperplasia,C0406484,1.0000000000000007
Seborrhoea,Seborrhoeic dermatitis,C0036508,0.9235429202268254
Seborrhoeic dermatitis,Seborrhoeic dermatitis,C0036508,0.9999999999999989
Seborrhoeic keratosis,Seborrhoeic keratosis,C0022603,0.9999999999999994
Second primary malignancy,Metastatic neoplasm,C2939419,0.8022642575318335
Secondary adrenocortical insufficiency,Secondary adrenocortical insufficiency,C0271738,1.0000000000000004
Secondary hypertension,Secondary hypertension,C0155616,1.0000000000000022
Secondary hypogonadism,Secondary hypogonadism,C0271623,0.9999999999999991
Secondary immunodeficiency,secondary immunodeficiency,C0398795,1.0000000000000002
Secondary progressive multiple sclerosis,secondary progressive multiple sclerosis,C0751965,1.0000000000000007
Secretion discharge,secretion discharge,C1096020,0.999999999999999
Sedation,Sedation,C0235195,1.0000000000000002
Sedation complication,Sedation,C0235195,0.7473997746497297
Sedative therapy,Sedation,C0235195,0.7444534013618527
Seizure,Convulsive seizure,C0751494,0.9080057463666497
Seizure cluster,seizure cluster,C3203523,1.0000000000000004
Seizure like phenomena,Convulsive seizure,C0751494,0.8303056655285069
Selective eating disorder,Eating disorder,C0013473,0.7625308897674776
Selective mutism,Mutism,C0026884,0.8286587370104003
Self esteem decreased,Feelings of worthlessness,C0855235,0.6643599888047085
Self esteem inflated,Feelings of worthlessness,C0855235,0.6277881849649404
Self injurious behaviour,Self injurious behaviour,C0085271,0.9999999999999999
Self-destructive behaviour,Self injurious behaviour,C0085271,0.8401660269384464
Self-induced vomiting,Vomiting,C0042963,0.8111571874149576
Self-injurious ideation,Self-injurious ideation,C0522178,0.9999999999999991
Self-medication,Intentional self-injury,C0853089,0.606625471023654
Senile dementia,Dementia,C0497327,0.8303979915012811
Sensation of blood flow,Sensation of blood flow,C0549264,1.0000000000000002
Sensation of foreign body,Sensation of foreign body,C0423602,0.9999999999999999
Sense of oppression,Sense of oppression,C0522171,0.9999999999999999
Sensitisation,Sensitisation,C1325847,1.0000000000000002
Sensitive skin,Skin tenderness,C0241164,0.7949629237949666
Sensitivity of teeth,Sensitivity of teeth,C0011432,0.9999999999999996
Sensitivity to weather change,Temperature intolerance,C1112320,0.6393948449636573
Sensorimotor disorder,Sensorimotor disorder,C0877401,0.9999999999999998
Sensory disturbance,Sensory disturbance,C0152027,0.9999999999999997
Sensory loss,Sensory loss,C0278134,0.9999999999999992
Sepsis,Sepsis,C0243026,0.9999999999999997
Sepsis syndrome,Sepsis,C0243026,0.9509780334114247
Septic arthritis staphylococcal,Staphylococcal bacteraemia,C0152965,0.8319160564830035
Septic embolus,septic embolus,C0333222,1.0000000000000004
Septic pulmonary embolism,septic embolus,C0333222,0.8605178739470974
Septic shock,Septic shock,C0036983,0.9999999999999992
Sequestrectomy,sequestrectomy,C0185216,0.999999999999999
Seroconversion test negative,antibody test positive,C0741132,0.6701867736259318
Seronegative arthritis,Rheumatoid arthritis,C0003873,0.7362101858205083
Serositis,Serositis,C0036749,1.0
Serotonin syndrome,Serotonin syndrome,C0699828,1.0
Serous retinal detachment,Serous retinal detachment,C0154822,1.0000000000000009
Serratia infection,Enterobacter sepsis,C0743525,0.6666700499725944
Serum colour abnormal,Urine color abnormal,C0522153,0.6934391767205141
Serum ferritin abnormal,Serum ferritin decreased,C0241012,0.7938306378666939
Serum ferritin decreased,Serum ferritin decreased,C0241012,1.0000000000000007
Serum ferritin increased,Serum ferritin increased,C0241013,1.0000000000000004
Serum serotonin decreased,Serotonin syndrome,C0699828,0.6477255643723826
Serum serotonin increased,Serotonin syndrome,C0699828,0.7186321193806448
Serum sickness,Serum sickness,C0036830,1.0000000000000007
Serum sickness-like reaction,Serum sickness-like reaction,C0221742,0.9999999999999996
Sexual abuse,sexual abuse,C0282350,0.9999999999999996
Sexual activity increased,Hypersexuality,C0312420,0.7931547438436847
Sexual dysfunction,Sexual dysfunction,C0549622,1.0000000000000007
Sexually inappropriate behaviour,Compulsive sexual behaviour,C2242574,0.8065802315920533
Shared psychotic disorder,Psychotic disorder,C0033975,0.732576391192472
Shock,Shock,C0036974,0.9999999999999998
Shock haemorrhagic,Shock haemorrhagic,C0036982,1.0000000000000009
Shock hypoglycaemic,Shock hypoglycaemic,C0851302,1.0000000000000004
Shock symptom,Shock,C0036974,0.9574645885369488
Shoplifting,Compulsive shopping,C2242575,0.7791645705277087
Short-bowel syndrome,distal intestinal obstruction syndrome,C0398349,0.7553699830627496
Shoulder arthroplasty,shoulder arthroplasty,C0186662,1.0000000000000002
Shoulder fracture,Humerus fracture,C0020162,0.7602713641810249
Shoulder operation,shoulder operation,C0186321,0.999999999999999
Shunt malfunction,shunt malfunction,C0948276,0.9999999999988199
Shunt occlusion,shunt occlusion,C0852964,0.9999999999999993
Shunt stenosis,shunt stenosis,C1142174,1.0000000000000002
Sialoadenitis,Sialoadenitis,C0037023,1.0000000000000004
Sick sinus syndrome,Sick sinus syndrome,C0037052,1.0000000000000004
Sickle cell anaemia with crisis,Sickle cell anaemia with crisis,C0238425,1.000000000000001
Simple partial seizures,simple partial seizures,C0234974,1.0000000000000004
Simplex virus test positive,Herpes simplex,C0019348,0.6531599244391785
Single functional kidney,single functional kidney,C1504368,1.0000000000000004
Sinoatrial block,Sinoatrial block,C0037188,0.9999999999999999
Sinus arrest,Sinus arrest,C0541782,0.9999999999999987
Sinus arrhythmia,Sinus arrhythmia,C0003813,0.9999999999999988
Sinus barotrauma,air embolism,C0013926,0.6368719145073184
Sinus bradycardia,Sinus bradycardia,C0085610,1.0000000000000002
Sinus congestion,Sinus congestion,C0152029,1.0000000000000007
Sinus disorder,Sinus disorder,C0030469,1.0000000000000016
Sinus headache,Sinus headache,C0037195,1.0000000000000007
Sinus node dysfunction,Sinoatrial node dysfunction,C0428908,0.9153824766908689
Sinus operation,Sinus operation,C0748725,1.0000000000000016
Sinus pain,Sinus pain,C0522251,1.0000000000000009
Sinus rhythm,Sinus rhythm,C0232201,1.000000000000001
Sinus tachycardia,Sinus tachycardia,C0039239,0.9999999999999994
Sinusitis,Sinusitis,C0037199,0.9999999999999984
Sinusitis aspergillus,sinusitis aspergillus,C0919860,1.0000000000000004
Sinusitis bacterial,Sinusitis bacterial,C1262006,1.0000000000000002
